App,Package,Start Time,Duration,Filename,,,,,,,,,,,,,,,,,,,,,
System,,"Sep 7, 2016 @ 02:35:23 AM",1 min 2 sec,Sequential.db,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Time  [ms],Battery Status,Time  [ms],Screen Brightness,Time  [ms],Battery Power* [uW],Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],CPU2 Frequency [kHz],Time  [ms],CPU3 Frequency [kHz],Time  [ms],CPU4 Frequency [kHz],Time  [ms],CPU1 Load [%],Time  [ms],CPU2 Load [%],Time  [ms],CPU3 Load [%],Time  [ms],CPU4 Load [%]
17629,1,17730,1,17731,1230214,17732,320000,17732,0,17727,1958400,17728,960000,17730,0,17731,0,17728,100,17729,33,17730,0,17731,0
17731,1,17832,1,17833,1201700,17834,320000,17834,0,17827,1958400,17829,960000,17831,0,17832,0,17828,100,17830,20,17831,0,17833,0
17833,1,17931,1,17932,1256535,17932,320000,17934,0,17927,1958400,17929,960000,17931,0,17932,0,17929,100,17930,45,17931,0,17932,0
17932,1,18032,1,18034,1179766,18034,320000,18035,0,18028,1958400,18030,960000,18031,0,18033,0,18029,100,18031,10,18032,0,18033,0
18034,1,18132,1,18133,1025972,18133,320000,18134,0,18128,1958400,18130,960000,18131,0,18132,0,18129,81,18131,40,18132,0,18132,0
18133,1,18232,1,18234,1064189,18235,320000,18238,0,18228,1958400,18230,960000,18231,0,18233,0,18230,90,18231,10,18232,0,18234,0
18234,1,18333,1,18335,1245568,18335,320000,18336,0,18329,1958400,18330,960000,18332,0,18334,0,18330,100,18332,40,18333,0,18334,0
18335,1,18434,1,18435,1201700,18436,320000,18442,0,18429,1958400,18431,960000,18433,0,18435,0,18430,100,18433,20,18434,0,18435,0
18436,1,18533,1,18534,1230214,18534,320000,18535,0,18529,1958400,18531,960000,18533,0,18533,0,18531,100,18532,33,18533,0,18534,0
18534,1,18635,1,18636,1217054,18637,320000,18637,0,18630,1958400,18632,960000,18634,0,18635,0,18631,100,18633,27,18634,0,18636,0
18636,1,18733,1,18734,1504563,18734,320000,18735,0,18730,1958400,18731,1958400,18733,0,18733,0,18731,100,18732,30,18733,0,18734,0
18734,1,18833,1,18833,1446774,18834,320000,18834,0,18830,1958400,18831,1958400,18832,0,18833,0,18831,100,18832,25,18833,0,18833,0
18833,1,18934,1,18935,1223634,18936,320000,18936,0,18931,1958400,18932,960000,18934,0,18935,0,18932,100,18933,30,18934,0,18935,0
18935,1,19035,1,19036,1036348,19036,320000,19037,0,19031,1958400,19033,960000,19034,0,19035,0,19032,80,19034,50,19035,0,19036,0
19036,1,19135,1,19136,1247761,19137,320000,19137,0,19131,1958400,19133,960000,19135,0,19136,0,19133,100,19134,41,19135,0,19136,0
19136,1,19234,1,19234,1412101,19235,320000,19235,0,19231,1958400,19233,1958400,19233,0,19234,0,19232,100,19233,22,19234,0,19234,0
19234,1,19335,1,19336,1365870,19336,320000,19337,0,19332,1958400,19333,1958400,19335,0,19336,0,19333,100,19334,18,19335,0,19336,0
19336,1,19436,1,19437,1276276,19437,320000,19438,0,19432,1958400,19434,960000,19435,0,19436,0,19434,100,19435,54,19436,0,19437,0
19437,1,19537,1,19539,1237552,19539,320000,19540,0,19533,1958400,19535,1036800,19536,0,19538,0,19534,100,19536,30,19537,0,19538,0
19539,1,19635,1,19636,1620140,19636,320000,19636,0,19633,1958400,19634,1958400,19635,0,19635,0,19634,100,19634,40,19635,0,19635,0
19636,1,19738,1,19739,1181959,19740,320000,19741,0,19733,1958400,19735,960000,19737,0,19738,0,19735,100,19737,11,19738,0,19739,0
19739,1,19845,1,19846,1179766,19848,320000,19848,0,19834,1958400,19839,960000,19844,0,19846,0,19839,100,19843,10,19845,0,19846,0
19846,1,19936,1,19937,1412101,19937,320000,19937,0,19934,1958400,19935,1958400,19936,0,19936,0,19934,100,19935,22,19936,0,19936,0
19937,1,20038,1,20039,1254342,20040,320000,20040,0,20034,1958400,20036,960000,20038,0,20039,0,20035,100,20037,44,20038,0,20039,0
20039,1,20142,1,20143,1197313,20144,320000,20145,0,20135,1958400,20137,960000,20140,0,20142,0,20136,100,20139,18,20141,0,20143,0
20144,1,20239,1,20239,1245568,20240,320000,20240,0,20235,1958400,20237,960000,20238,0,20239,0,20236,100,20238,40,20238,0,20239,0
20239,1,20340,1,20341,1197313,20342,320000,20343,0,20335,1958400,20337,960000,20339,0,20340,0,20337,100,20339,18,20339,0,20341,0
20341,1,20441,1,20442,1181959,20443,320000,20444,0,20436,1958400,20438,960000,20440,0,20441,0,20437,100,20439,11,20440,0,20442,0
20442,1,20538,1,20539,1666370,20539,320000,20539,0,20536,1958400,20537,1958400,20538,0,20538,0,20537,44,20538,100,20538,0,20539,0
20539,1,20638,1,20639,1446774,20639,320000,20643,0,20636,1958400,20637,1958400,20638,0,20639,0,20637,25,20638,100,20638,0,20639,0
20639,1,20739,1,20740,1034817,20740,320000,20741,0,20736,1497600,20738,1958400,20739,0,20739,0,20737,90,20738,40,20739,0,20740,0
20740,1,20839,1,20840,1388986,20840,320000,20840,0,20836,1958400,20838,1958400,20839,0,20839,0,20837,100,20838,20,20839,0,20839,0
20840,1,20939,1,20940,1284966,20940,320000,20940,0,20937,1958400,20938,1958400,20939,0,20939,0,20938,100,20939,11,20939,0,20940,0
20940,1,21040,1,21040,1217054,21040,320000,21041,0,21037,1958400,21038,960000,21039,0,21040,0,21038,100,21039,27,21039,0,21040,0
21040,1,21140,1,21141,1254342,21141,320000,21141,0,21137,1958400,21139,960000,21140,0,21140,0,21138,100,21140,44,21140,0,21141,0
21141,1,21240,1,21241,1223634,21241,320000,21242,0,21238,1958400,21239,960000,21240,0,21241,0,21239,100,21240,30,21240,0,21241,0
21241,1,21341,1,21341,1223634,21341,320000,21342,0,21338,1958400,21339,960000,21340,0,21341,0,21339,100,21340,30,21340,0,21341,0
21341,1,21441,1,21442,1217054,21442,320000,21442,0,21438,1958400,21440,960000,21441,0,21441,0,21439,100,21440,27,21441,0,21442,0
21442,1,21541,1,21542,1212667,21542,320000,21543,0,21539,1958400,21540,960000,21541,0,21542,0,21540,100,21541,25,21541,0,21542,0
21542,1,21642,1,21642,1230214,21643,320000,21643,0,21639,1958400,21641,960000,21641,0,21642,0,21640,100,21641,33,21642,0,21642,0
21642,1,21742,1,21743,1181959,21744,320000,21745,0,21740,1958400,21741,960000,21742,0,21742,0,21740,100,21741,11,21742,0,21742,0
21743,1,21842,1,21843,1631697,21843,320000,21843,0,21840,1958400,21841,1958400,21842,0,21842,0,21841,41,21842,100,21842,0,21843,0
21843,1,21944,1,21945,1347981,21945,320000,21946,0,21940,1497600,21942,1958400,21943,0,21944,0,21941,30,21942,100,21943,0,21945,0
21945,1,22046,1,22047,1223634,22049,320000,22049,0,22041,960000,22042,1958400,22044,0,22047,0,22042,30,22044,100,22045,0,22047,0
22048,1,22143,1,22144,1388986,22144,320000,22144,0,22141,1958400,22142,1958400,22143,0,22143,0,22142,20,22143,100,22143,0,22144,0
22144,1,22244,1,22244,1539236,22244,320000,22245,0,22241,1958400,22242,1958400,22243,0,22244,0,22242,33,22243,100,22244,0,22244,0
22244,1,22345,1,22345,1181959,22346,320000,22346,0,22342,960000,22344,1958400,22345,0,22345,0,22343,11,22344,100,22345,0,22345,0
22345,1,22444,1,22445,1469890,22445,320000,22445,0,22442,1958400,22443,1958400,22444,0,22444,0,22443,27,22444,100,22444,0,22445,0
22445,1,22546,1,22547,1204809,22547,320000,22548,0,22542,1190400,22544,1958400,22546,0,22547,0,22544,50,22545,88,22546,0,22547,0
22547,1,22645,1,22646,1206087,22646,320000,22646,0,22642,960000,22644,1958400,22645,0,22645,0,22644,22,22645,100,22645,0,22646,0
22646,1,22746,1,22746,1443055,22747,320000,22747,0,22743,1497600,22744,1958400,22745,0,22746,0,22744,45,22745,100,22746,0,22746,0
22746,1,22847,1,22848,1223634,22848,320000,22849,0,22843,960000,22845,1958400,22846,0,22847,0,22845,30,22846,100,22847,0,22847,0
22848,1,22947,1,22948,1201700,22948,320000,22949,0,22943,960000,22945,1958400,22946,0,22947,0,22945,20,22946,100,22947,0,22948,0
22948,1,23046,1,23047,1446774,23047,320000,23048,0,23043,1958400,23045,1958400,23046,0,23046,0,23044,25,23045,100,23046,0,23047,0
23047,1,23146,1,23147,1504563,23147,320000,23147,0,23144,1958400,23145,1958400,23146,0,23146,0,23145,30,23146,100,23146,0,23147,0
23147,1,23246,1,23247,1157832,23247,320000,23247,0,23244,1958400,23245,1958400,23246,0,23247,0,23245,0,23246,100,23246,0,23247,0
23247,1,23348,1,23349,829122,23349,320000,23350,0,23344,1036800,23346,1574400,23348,0,23349,0,23346,44,23347,100,23348,0,23349,0
23349,1,23448,1,23449,756067,23450,320000,23450,0,23445,960000,23446,1574400,23448,0,23449,0,23446,20,23448,100,23448,0,23449,0
23449,1,23548,1,23548,889733,23549,320000,23549,0,23545,1574400,23546,1574400,23547,0,23548,0,23546,25,23547,100,23548,0,23548,0
23548,1,23648,1,23649,925240,23649,320000,23650,0,23645,1574400,23647,1574400,23648,0,23648,0,23646,50,23647,80,23648,0,23649,0
23649,1,23749,1,23749,760454,23750,320000,23750,0,23746,960000,23747,1574400,23748,0,23749,0,23747,22,23748,100,23748,0,23749,0
23749,1,23849,1,23850,1102774,23850,320000,23850,0,23846,1574400,23847,1574400,23849,0,23849,0,23847,55,23848,100,23849,0,23849,0
23850,1,23949,1,23950,790314,23950,320000,23951,0,23946,1574400,23948,1574400,23949,0,23950,0,23947,11,23949,100,23949,0,23950,0
23950,1,24049,1,24050,854226,24050,320000,24051,0,24046,1574400,24048,1574400,24049,0,24050,0,24048,20,24049,100,24049,0,24050,0
24050,1,24150,1,24150,738520,24151,320000,24151,0,24147,960000,24148,1574400,24149,0,24150,0,24148,12,24149,100,24149,0,24150,0
24150,1,24250,1,24251,925240,24251,320000,24252,0,24247,1574400,24248,1574400,24250,0,24250,0,24248,30,24249,100,24250,0,24251,0
24251,1,24350,1,24351,784581,24351,320000,24352,0,24347,960000,24349,1574400,24350,0,24350,0,24348,33,24349,100,24350,0,24351,0
24351,1,24451,1,24451,843803,24452,320000,24452,0,24448,960000,24449,1574400,24450,0,24451,0,24449,60,24450,100,24450,0,24451,0
24451,1,24551,1,24551,790314,24552,320000,24552,0,24548,1574400,24549,1574400,24550,0,24551,0,24549,11,24550,100,24551,0,24551,0
24552,1,24651,1,24652,790314,24652,320000,24652,0,24648,1574400,24650,1574400,24651,0,24651,0,24649,11,24650,100,24651,0,24652,0
24652,1,24751,1,24752,756067,24752,320000,24753,0,24748,960000,24750,1574400,24751,0,24752,0,24749,20,24751,100,24751,0,24752,0
24752,1,24852,1,24853,784581,24854,320000,24854,0,24849,960000,24850,1574400,24851,0,24852,0,24850,33,24851,100,24852,0,24853,0
24853,1,24952,1,24953,713568,24953,320000,24954,0,24949,960000,24950,1574400,24952,0,24952,0,24950,33,24951,90,24952,0,24953,0
24953,1,25052,1,25053,925240,25053,320000,25054,0,25049,1574400,25051,1574400,25052,0,25052,0,25050,60,25051,70,25052,0,25053,0
25053,1,25153,1,25155,783213,25155,320000,25157,0,25150,1574400,25151,1574400,25152,0,25154,0,25151,100,25152,10,25152,0,25154,0
25155,1,25254,1,25254,790314,25255,320000,25256,0,25250,1574400,25252,1574400,25253,0,25254,0,25251,100,25252,11,25253,0,25254,0
25255,1,25353,1,25354,854226,25354,320000,25355,0,25350,1574400,25351,1574400,25353,0,25353,0,25351,60,25352,60,25353,0,25354,0
25354,1,25453,1,25454,939443,25454,320000,25455,0,25450,1574400,25452,1574400,25453,0,25454,0,25452,72,25453,60,25453,0,25454,0
25454,1,25555,1,25556,791162,25557,320000,25557,0,25551,1574400,25553,960000,25555,0,25556,0,25552,100,25554,36,25555,0,25556,0
25556,1,25655,1,25656,517140,25657,320000,25658,0,25651,1574400,25653,960000,25654,0,25655,0,25653,54,25654,60,25655,0,25656,0
25656,1,25756,1,25757,692785,25757,320000,25758,0,25752,1574400,25754,960000,25755,0,25756,0,25753,88,25755,30,25756,0,25757,0
25757,1,25857,1,25858,734133,25859,320000,25860,0,25852,1574400,25854,960000,25856,0,25858,0,25854,100,25855,10,25856,0,25858,0
25859,1,25956,1,25957,778001,25958,320000,25958,0,25952,1574400,25954,960000,25956,0,25957,0,25954,100,25955,30,25956,0,25957,0
25957,1,26056,1,26057,1138281,26057,320000,26058,0,26053,1574400,26054,1574400,26055,0,26056,0,26054,60,26055,100,26055,0,26057,0
26057,1,26159,1,26160,751680,26161,320000,26162,0,26153,1574400,26155,960000,26158,0,26159,0,26155,100,26157,18,26158,0,26160,0
26160,1,26259,1,26260,712199,26261,320000,26261,0,26254,1574400,26256,960000,26258,0,26259,0,26255,100,26257,0,26258,0,26260,0
26260,1,26359,1,26360,712199,26361,320000,26362,0,26354,1574400,26356,960000,26358,0,26359,0,26356,100,26358,0,26359,0,26360,0
26360,1,26459,1,26461,712199,26461,320000,26462,0,26455,1574400,26457,960000,26458,0,26460,0,26456,100,26458,0,26459,0,26460,0
26461,1,26558,1,26558,903936,26559,320000,26559,0,26555,1574400,26556,1574400,26557,0,26558,0,26556,50,26557,77,26558,0,26558,0
26559,1,26658,1,26658,1017558,26659,320000,26659,0,26655,1574400,26656,1574400,26657,0,26658,0,26656,80,26657,63,26658,0,26658,0
26658,1,26759,1,26761,712199,26761,320000,26762,0,26755,1574400,26757,1190400,26759,0,26760,0,26757,100,26758,0,26759,0,26760,0
26761,1,26858,1,26859,868429,26859,320000,26860,0,26855,1574400,26857,1574400,26858,0,26859,0,26856,45,26858,77,26858,0,26859,0
26859,1,26961,1,26962,736326,26963,320000,26964,0,26956,1574400,26958,960000,26960,0,26962,0,26958,100,26960,11,26961,0,26962,0
26963,1,27069,1,27073,771421,27073,320000,27075,0,27057,1574400,27064,960000,27067,0,27071,0,27062,100,27066,27,27069,0,27071,0
27073,1,27159,1,27160,1173788,27160,320000,27161,0,27156,1574400,27158,1574400,27159,0,27160,0,27158,90,27159,75,27159,0,27160,0
27160,1,27260,1,27261,868429,27261,320000,27261,0,27257,1574400,27258,1574400,27259,0,27260,0,27258,22,27259,100,27260,0,27261,0
27261,1,27360,1,27361,828448,27361,320000,27361,0,27357,1267200,27358,1574400,27359,0,27360,0,27358,27,27359,100,27360,0,27360,0
27361,1,27460,1,27461,760454,27461,320000,27462,0,27457,960000,27459,1574400,27460,0,27461,0,27458,22,27460,100,27460,0,27461,0
27461,1,27561,1,27561,854226,27562,320000,27562,0,27558,1574400,27559,1574400,27560,0,27561,0,27559,20,27560,100,27560,0,27561,0
27561,1,27661,1,27661,925240,27662,320000,27662,0,27658,1574400,27659,1574400,27660,0,27661,0,27659,30,27660,100,27661,0,27661,0
27662,1,27761,1,27762,810902,27762,320000,27762,0,27758,960000,27759,1574400,27761,0,27761,0,27759,45,27760,100,27761,0,27762,0
27762,1,27862,1,27862,738520,27863,320000,27863,0,27858,960000,27860,1574400,27861,0,27862,0,27859,12,27861,100,27861,0,27862,0
27862,1,27962,1,27962,1003355,27963,320000,27976,0,27959,1574400,27960,1574400,27961,0,27962,0,27960,41,27961,100,27962,0,27962,0
27962,1,28062,1,28062,1223497,28063,320000,28065,0,28059,1574400,28060,1574400,28061,0,28062,0,28060,72,28061,100,28062,0,28062,0
28062,1,28162,1,28163,838965,28164,320000,28164,0,28159,1497600,28161,1574400,28162,0,28162,0,28160,20,28161,100,28162,0,28163,0
28163,1,28263,1,28263,1031760,28264,320000,28264,0,28260,1574400,28261,1574400,28262,0,28263,0,28261,55,28262,90,28262,0,28263,0
28264,1,28366,1,28370,821869,28372,320000,28373,0,28360,960000,28362,1574400,28364,0,28367,0,28361,50,28363,100,28365,0,28368,0
28370,1,28464,1,28465,996254,28465,320000,28466,0,28460,1574400,28461,1574400,28463,0,28464,0,28461,40,28462,100,28463,0,28464,0
28465,1,28566,1,28567,784581,28568,320000,28569,0,28561,960000,28562,1574400,28565,0,28566,0,28562,33,28564,100,28565,0,28567,0
28567,1,28666,1,28669,736326,28672,320000,28674,0,28661,960000,28663,1574400,28665,0,28668,0,28662,11,28664,100,28665,0,28669,0
28670,1,28765,1,28766,974949,28766,320000,28767,0,28761,1574400,28762,1574400,28764,0,28765,0,28762,37,28764,100,28764,0,28765,0
28766,1,28865,1,28866,1038862,28866,320000,28866,0,28862,1574400,28864,1574400,28865,0,28865,0,28863,46,28864,100,28865,0,28866,0
28866,1,28967,1,28968,603617,28968,320000,28969,0,28962,960000,28965,1574400,28966,0,28967,0,28964,80,28966,60,28967,0,28968,0
28968,1,29066,1,29066,946544,29066,320000,29067,0,29062,1574400,29064,1574400,29065,0,29066,0,29064,33,29065,100,29065,0,29066,0
29066,1,29167,1,29168,738520,29168,320000,29169,0,29163,960000,29165,1574400,29166,0,29167,0,29165,12,29166,100,29167,0,29168,0
29168,1,29267,1,29268,736326,29268,320000,29269,0,29263,960000,29265,1574400,29266,0,29267,0,29264,11,29266,100,29267,0,29268,0
29268,1,29367,1,29367,1124078,29367,320000,29368,0,29364,1574400,29365,1574400,29366,0,29367,0,29365,58,29366,100,29366,0,29367,0
29367,1,29467,1,29468,797415,29468,320000,29469,0,29464,1574400,29466,1574400,29467,0,29468,0,29465,22,29467,90,29467,0,29468,0
29468,1,29568,1,29569,755841,29569,320000,29570,0,29565,1190400,29566,1574400,29568,0,29569,0,29566,50,29567,80,29568,0,29569,0
29569,1,29669,1,29670,760454,29671,320000,29671,0,29665,960000,29667,1574400,29669,0,29670,0,29667,22,29668,100,29669,0,29670,0
29670,1,29770,1,29770,736326,29771,320000,29771,0,29765,960000,29767,1574400,29769,0,29770,0,29767,11,29769,100,29769,0,29770,0
29770,1,29869,1,29869,1095673,29870,320000,29870,0,29866,1574400,29867,1574400,29868,0,29869,0,29867,54,29868,100,29869,0,29869,0
29869,1,29970,1,29970,791162,29971,320000,29972,0,29966,960000,29968,1574400,29969,0,29970,0,29967,36,29969,100,29969,0,29970,0
29971,1,30071,1,30072,594517,30072,320000,30076,0,30067,960000,30069,1574400,30070,0,30071,0,30068,37,30070,72,30071,0,30072,0
30072,1,30170,1,30170,1067267,30171,320000,30171,0,30167,1574400,30168,1574400,30169,0,30170,0,30168,50,30169,100,30169,0,30170,0
30170,1,30270,1,30270,854226,30271,320000,30271,0,30267,1574400,30268,1574400,30269,0,30270,0,30268,20,30269,100,30270,0,30270,0
30271,1,30371,1,30372,736326,30372,320000,30373,0,30367,960000,30369,1574400,30371,0,30371,0,30369,11,30370,100,30371,0,30372,0
30372,1,30471,1,30472,1138281,30472,320000,30473,0,30468,1574400,30469,1574400,30470,960000,30472,0,30469,60,30470,100,30471,0,30472,0
30472,1,30575,1,30577,799935,30577,320000,30578,0,30568,960000,30570,1574400,30571,960000,30575,0,30570,40,30571,100,30573,0,30577,0
30577,1,30673,1,30674,854226,30675,320000,30675,0,30668,1574400,30671,1574400,30672,960000,30674,0,30670,40,30672,80,30673,0,30674,0
30674,1,30772,1,30772,939443,30773,320000,30773,0,30769,1574400,30770,1574400,30771,0,30772,0,30770,66,30771,66,30772,0,30772,0
30772,1,30872,1,30872,790314,30873,320000,30873,0,30869,1574400,30870,1574400,30871,0,30872,0,30870,11,30871,100,30872,0,30872,0
30872,1,30974,1,30978,760454,30978,320000,30979,0,30970,960000,30971,1574400,30973,0,30975,0,30971,22,30972,100,30973,0,30978,0
30978,1,31073,1,31073,1024659,31074,320000,31074,0,31070,1574400,31071,1574400,31072,0,31073,0,31071,44,31072,100,31073,0,31073,0
31073,1,31174,1,31175,760454,31176,320000,31177,0,31170,960000,31172,1574400,31174,0,31175,0,31171,22,31173,100,31174,0,31175,0
31175,1,31273,1,31274,996254,31274,320000,31275,0,31270,1574400,31272,1574400,31273,0,31273,0,31271,40,31272,100,31273,0,31274,0
31274,1,31327,1,31329,876704,31331,320000,31332,0,31321,960000,31322,1574400,31325,0,31329,0,31322,75,31325,100,31326,0,31329,0
31329,1,31424,1,31425,1138281,31425,320000,31425,0,31421,1574400,31422,1574400,31423,0,31424,0,31422,60,31423,100,31424,0,31424,0
31425,1,31525,1,31527,756067,31528,320000,31529,0,31521,960000,31523,1574400,31524,0,31526,0,31523,20,31524,100,31525,0,31527,0
31528,1,31625,1,31626,832836,31627,320000,31627,0,31622,960000,31623,1574400,31625,0,31626,0,31623,55,31624,100,31625,0,31626,0
31626,1,31725,1,31726,1031760,31727,320000,31727,0,31722,1574400,31724,1574400,31725,0,31726,0,31723,45,31725,100,31725,0,31726,0
31726,1,31826,1,31827,821869,31828,320000,31828,0,31823,960000,31824,1574400,31826,0,31827,0,31824,50,31825,100,31826,0,31827,0
31827,1,31927,1,31928,760454,31931,320000,31933,0,31923,960000,31925,1574400,31926,0,31927,0,31924,22,31926,100,31927,0,31927,0
31929,1,32026,1,32026,1024659,32027,320000,32028,0,32023,1574400,32024,1574400,32025,0,32026,0,32024,44,32025,100,32026,0,32026,0
32026,1,32134,1,32140,799935,32144,320000,32147,0,32124,960000,32125,1574400,32132,0,32136,0,32125,40,32130,100,32133,0,32138,0
32143,1,32227,1,32227,925240,32227,320000,32228,0,32224,1574400,32225,1574400,32226,0,32227,0,32225,30,32226,100,32226,0,32227,0
32227,1,32328,1,32329,760454,32329,320000,32330,0,32324,960000,32326,1574400,32327,0,32328,0,32326,22,32327,100,32328,0,32329,0
32329,1,32433,1,32438,742907,32440,320000,32442,0,32425,960000,32427,1574400,32430,0,32435,0,32426,14,32429,100,32432,0,32437,0
32438,1,32529,1,32530,738520,32530,320000,32531,0,32525,960000,32527,1574400,32528,0,32529,0,32526,12,32528,100,32529,0,32530,0
32530,1,32629,1,32630,760454,32630,320000,32631,0,32625,960000,32627,1574400,32629,0,32630,0,32627,22,32628,100,32629,0,32630,0
32630,1,32730,1,32731,723492,32731,320000,32732,0,32726,960000,32728,1574400,32729,0,32730,0,32727,44,32729,88,32730,0,32731,0
32731,1,32829,1,32829,925240,32830,320000,32830,0,32826,1574400,32827,1574400,32828,0,32829,0,32827,30,32828,100,32829,0,32829,0
32830,1,32930,1,32931,736326,32932,320000,32932,0,32927,960000,32928,1574400,32930,0,32931,0,32928,11,32929,100,32930,0,32931,0
32931,1,33031,1,33032,808709,33032,320000,33037,0,33027,960000,33029,1574400,33030,0,33031,0,33028,44,33030,100,33031,0,33032,0
33032,1,33132,1,33133,876704,33135,320000,33137,0,33127,960000,33129,1574400,33131,960000,33133,0,33129,55,33130,100,33132,20,33133,0
33134,1,33233,1,33234,1482926,33234,320000,33235,0,33228,960000,33229,1574400,33231,1574400,33233,0,33229,60,33231,100,33232,90,33233,0
33234,1,33331,1,33332,1475482,33333,320000,33333,0,33328,1574400,33329,1574400,33330,1036800,33332,0,33329,100,33330,100,33331,20,33332,0
33332,1,33432,1,33432,1358423,33433,320000,33433,0,33428,1574400,33430,1574400,33431,1574400,33432,0,33429,11,33430,100,33431,80,33432,0
33432,1,33533,1,33534,775808,33535,320000,33536,0,33529,960000,33530,1574400,33532,960000,33534,0,33530,20,33532,100,33533,9,33534,0
33534,1,33634,1,33635,760454,33637,320000,33642,0,33629,960000,33631,1574400,33632,0,33634,0,33630,22,33632,100,33633,0,33635,0
33635,1,33733,1,33734,799935,33735,320000,33735,0,33729,960000,33731,1574400,33733,0,33734,0,33731,40,33732,100,33733,0,33734,0
33734,1,33834,1,33834,843803,33835,320000,33835,0,33830,960000,33831,1574400,33833,0,33834,0,33831,60,33833,100,33833,0,33834,0
33834,1,33934,1,33935,751680,33935,320000,33937,0,33930,960000,33932,1574400,33933,0,33934,0,33931,18,33933,100,33933,0,33934,0
33935,1,34033,1,34034,1003355,34034,320000,34034,0,34030,1574400,34031,1574400,34033,0,34033,0,34031,41,34032,100,34033,0,34034,0
34034,1,34134,1,34135,791162,34136,320000,34137,0,34130,960000,34132,1574400,34134,0,34135,0,34132,36,34133,100,34134,0,34135,0
34135,1,34237,1,34238,737695,34239,320000,34240,0,34231,960000,34233,1574400,34235,0,34237,0,34233,44,34234,90,34235,0,34238,0
34238,1,34334,1,34335,868429,34335,320000,34335,0,34331,1574400,34333,1574400,34334,0,34334,0,34332,100,34333,22,34334,0,34335,0
34335,1,34434,1,34435,960747,34435,320000,34436,0,34431,1574400,34433,1574400,34434,0,34434,0,34432,60,34433,75,34434,0,34435,0
34435,1,34535,1,34537,734133,34538,320000,34539,0,34532,1574400,34533,960000,34535,0,34536,0,34533,100,34534,10,34535,0,34537,0
34538,1,34636,1,34637,784581,34637,320000,34638,0,34632,1574400,34634,960000,34635,0,34636,0,34633,100,34635,33,34636,0,34637,0
34637,1,34736,1,34737,778001,34737,320000,34738,0,34732,1574400,34734,960000,34736,0,34737,0,34734,100,34735,30,34736,0,34737,0
34737,1,34845,1,34846,587633,34847,320000,34847,0,34833,1574400,34835,960000,34844,0,34845,0,34834,63,34844,63,34845,0,34846,0
34846,1,34937,1,34938,1396341,34939,320000,34940,0,34933,1574400,34935,1574400,34936,960000,34938,0,34934,88,34936,100,34937,27,34938,0
34939,1,35038,1,35039,903936,35040,320000,35040,0,35034,1574400,35035,1574400,35037,960000,35038,0,35035,77,35036,50,35038,0,35039,0
35039,1,35138,1,35139,772874,35139,320000,35139,0,35134,1574400,35136,1497600,35137,960000,35138,0,35135,30,35136,88,35138,0,35138,0
35139,1,35238,1,35238,790314,35239,320000,35239,0,35235,1574400,35236,1574400,35237,0,35238,0,35236,11,35237,100,35238,0,35238,0
35239,1,35338,1,35339,284786,35339,320000,35340,0,35335,960000,35337,1497600,35338,0,35339,0,35336,100,35338,10,35338,0,35339,0
35339,1,35441,1,35442,784581,35447,320000,35447,0,35436,1574400,35437,960000,35440,0,35441,0,35437,100,35439,33,35440,0,35442,0
35443,1,35539,1,35539,1138281,35539,320000,35540,0,35536,1574400,35537,1574400,35538,0,35539,0,35537,100,35538,60,35538,0,35539,0
35539,1,35640,1,35641,790314,35641,320000,35642,0,35636,1574400,35638,1574400,35639,0,35640,0,35638,100,35639,11,35640,0,35641,0
35641,1,35745,1,35747,712199,35749,320000,35750,0,35737,1574400,35740,1574400,35743,0,35746,0,35739,100,35742,0,35744,0,35746,0
35747,1,35839,1,35840,1024659,35840,320000,35841,0,35837,1574400,35838,1574400,35839,0,35840,0,35838,100,35839,44,35839,0,35840,0
35840,1,35941,1,35942,778001,35942,320000,35943,0,35937,1574400,35939,960000,35940,0,35941,0,35938,100,35940,30,35941,0,35941,0
35942,1,36041,1,36042,713568,36042,320000,36043,0,36037,1574400,36039,960000,36041,0,36041,0,36039,90,36040,33,36041,0,36042,0
36042,1,36142,1,36142,821869,36143,320000,36144,0,36138,1574400,36139,960000,36141,0,36142,0,36139,100,36141,50,36141,0,36142,0
36142,1,36242,1,36243,734133,36244,320000,36244,0,36238,1574400,36240,960000,36241,0,36242,0,36239,100,36241,10,36242,0,36243,0
36243,1,36341,1,36342,996254,36342,320000,36343,0,36338,1574400,36340,1574400,36341,0,36341,0,36339,100,36340,40,36341,0,36342,0
36342,1,36442,1,36442,783213,36443,320000,36444,0,36439,1574400,36440,1574400,36441,0,36442,0,36440,100,36441,10,36441,0,36442,0
36442,1,36543,1,36544,770660,36544,320000,36545,0,36539,1574400,36541,1036800,36542,0,36543,0,36540,100,36542,22,36542,0,36544,0
36544,1,36644,1,36644,794724,36645,320000,36645,0,36639,1574400,36641,960000,36643,0,36644,0,36641,90,36642,70,36643,0,36644,0
36644,1,36742,1,36743,751486,36743,320000,36744,0,36740,1574400,36741,960000,36742,0,36743,0,36741,87,36742,60,36742,0,36743,0
36743,1,36843,1,36843,967848,36844,320000,36844,0,36840,1574400,36841,1574400,36842,0,36843,0,36841,36,36842,100,36843,0,36843,0
